Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
55608115,2022 Oct 04 08:35:00 AM,2022 Oct 04 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,DELANCY STREET,LEWIS STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 04 02:00:00 PM,03 MANHATTAN,MANHATTAN,"990,054","200,014",Unspecified,MANHATTAN,,,,,,,,40.71566706,-73.97906323,POINT (-73.979063232135 40.715667060433)
55606708,2022 Oct 04 08:29:00 AM,2022 Oct 04 08:43:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10462,,,,,MATTHEWS AVENUE,VAN NEST AVENUE,INTERSECTION,BRONX,,,Closed,,"The status of this Department of Environmental Protection (DEP) Service Request is not available online. Please call 311 and ask for further assistance with the status. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2022 Oct 04 08:43:00 AM,11 BRONX,BRONX,"1,022,657","247,048",Unspecified,BRONX,,,,,,,,40.8446813,-73.86118568,POINT (-73.861185683734 40.844681295993)
55600931,2022 Oct 04 08:26:00 AM,2022 Oct 04 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11235,2935 OCEAN PARKWAY,OCEAN PARKWAY,NEPTUNE AVE,OCEAN VIEW AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2022 Oct 04 12:00:00 PM,13 BROOKLYN,BROOKLYN,"993,193","150,380",Unspecified,BROOKLYN,,,,,,,,40.57942989,-73.96780572,POINT (-73.967805722621 40.579429893679)
55602411,2022 Oct 04 08:11:00 AM,2022 Oct 04 11:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11420,,,,,150 AVENUE,128 STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 04 11:50:00 AM,10 QUEENS,QUEENS,"1,036,169","181,702",Unspecified,QUEENS,,,,,,,,40.66525452,-73.81285401,POINT (-73.812854010993 40.665254516737)
55608117,2022 Oct 04 08:08:00 AM,2022 Oct 04 11:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11414,160-04 90 STREET,90 STREET,160 AVE,161 AVE,,,ADDRESS,HOWARD BEACH,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 04 11:10:00 AM,10 QUEENS,QUEENS,"1,028,025","178,605",Unspecified,QUEENS,,,,,,,,40.65679796,-73.84222972,POINT (-73.84222971593 40.656797959908)
55599461,2022 Oct 04 07:35:00 AM,2022 Oct 04 11:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11414,159-38 95 STREET,95 STREET,159 AVE,160 AVE,,,ADDRESS,HOWARD BEACH,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 04 11:30:00 AM,10 QUEENS,QUEENS,"1,029,252","179,316",Unspecified,QUEENS,,,,,,,,40.65874334,-73.83780273,POINT (-73.837802727754 40.658743344675)
55602412,2022 Oct 04 07:29:00 AM,2022 Oct 04 11:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11228,,,,,BAY 8 STREET,CROPSEY AVENUE,INTERSECTION,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2022 Oct 04 11:05:00 AM,11 BROOKLYN,BROOKLYN,"979,947","160,366",Unspecified,BROOKLYN,,,,,,,,40.60684292,-74.01549691,POINT (-74.015496908847 40.606842924294)
55600932,2022 Oct 04 06:53:00 AM,2022 Oct 05 01:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11220,,,,,BELT PARKWAY,65 STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 05 01:10:00 PM,07 BROOKLYN,BROOKLYN,"977,419","172,430",Unspecified,BROOKLYN,,,,,,,,40.63995449,-74.02461351,POINT (-74.024613505489 40.639954491288)
55600933,2022 Oct 04 06:26:00 AM,2022 Oct 07 08:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10310,,,,,NORTH BURGHER AVENUE,RICHMOND TERRACE,INTERSECTION,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 07 08:30:00 AM,01 STATEN ISLAND,STATEN ISLAND,"952,112","173,064",Unspecified,STATEN ISLAND,,,,,,,,40.64163901,-74.11580281,POINT (-74.115802814965 40.641639011888)
55600934,2022 Oct 04 06:26:00 AM,2022 Oct 05 09:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11373,43-49 ELBERTSON STREET,ELBERTSON STREET,LAMONT AVE,43 AVE,,,ADDRESS,ELMHURST,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2022 Oct 05 09:20:00 AM,04 QUEENS,QUEENS,"1,019,623","210,626",Unspecified,QUEENS,,,,,,,,40.74472556,-73.87234329,POINT (-73.872343286167 40.744725561812)
55603868,2022 Oct 04 03:44:00 AM,2022 Oct 06 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10301,19 BRENTWOOD AVENUE,BRENTWOOD AVENUE,HENDERSON AVE,PROSPECT AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 07 09:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,"955,678","172,067",Unspecified,STATEN ISLAND,,,,,,,,40.63891468,-74.10294924,POINT (-74.102949242127 40.638914683913)
55589076,2022 Oct 03 08:08:00 PM,2022 Oct 03 10:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,48 EAST   97 STREET,EAST   97 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 03 10:40:00 PM,11 MANHATTAN,MANHATTAN,"997,065","226,338",Unspecified,MANHATTAN,,,,,,,,40.78791239,-73.95372229,POINT (-73.953722290159 40.787912387568)
55592033,2022 Oct 03 07:23:00 PM,2022 Oct 03 08:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10462,,,,,MATTHEWS AVENUE,VAN NEST AVENUE,INTERSECTION,BRONX,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 03 08:30:00 PM,11 BRONX,BRONX,"1,022,657","247,048",Unspecified,BRONX,,,,,,,,40.8446813,-73.86118568,POINT (-73.861185683734 40.844681295993)
55589077,2022 Oct 03 06:26:00 PM,2022 Oct 03 06:26:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11238,10 QUINCY STREET,QUINCY STREET,DOWNING ST,CLASSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 03 06:26:00 PM,02 BROOKLYN,BROOKLYN,"995,129","189,129",Unspecified,BROOKLYN,,,,,,,,40.6857855,-73.96077377,POINT (-73.960773770835 40.685785500118)
55589078,2022 Oct 03 06:05:00 PM,2022 Oct 04 02:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11418,123-09 JAMAICA AVENUE,JAMAICA AVENUE,123 ST,124 ST,,,ADDRESS,RICHMOND HILL,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 04 02:55:00 AM,09 QUEENS,QUEENS,"1,032,237","194,621",Unspecified,QUEENS,,,,,,,,40.70073634,-73.82693516,POINT (-73.826935163243 40.700736343262)
55594968,2022 Oct 03 04:05:00 PM,2022 Oct 04 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,7260 BERGEN COURT,BERGEN COURT,E 72 ST,BERGEN AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 04 10:00:00 AM,18 BROOKLYN,BROOKLYN,"1,009,160","167,213",Unspecified,BROOKLYN,,,,,,,,40.62560254,-73.91026341,POINT (-73.910263405266 40.625602544642)
55589079,2022 Oct 03 11:44:00 AM,2022 Oct 03 04:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11370,24-36 77 STREET,77 STREET,24 AVE,25 AVE,,,ADDRESS,EAST ELMHURST,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 03 04:00:00 PM,03 QUEENS,QUEENS,"1,014,289","217,511",Unspecified,QUEENS,,,,,,,,40.76364285,-73.89156224,POINT (-73.891562242228 40.763642850761)
55589080,2022 Oct 03 09:50:00 AM,2022 Oct 06 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11420,131-12 SUTTER AVENUE,SUTTER AVENUE,131 ST,132 ST,,,ADDRESS,SOUTH OZONE PARK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 06 09:45:00 AM,10 QUEENS,QUEENS,"1,037,733","184,241",Unspecified,QUEENS,,,,,,,,40.67221418,-73.80719633,POINT (-73.80719632805 40.672214178986)
55587548,2022 Oct 03 09:11:00 AM,2022 Oct 03 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11385,,,,,NORMAN STREET,WYCKOFF AVENUE,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 03 10:30:00 AM,05 QUEENS,QUEENS,"1,011,088","192,541",Unspecified,QUEENS,,,,,,,,40.69511665,-73.90321711,POINT (-73.903217110488 40.69511664556)
55590568,2022 Oct 03 09:11:00 AM,2022 Oct 04 07:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11208,,,,,78 STREET,149 AVENUE,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 04 07:25:00 AM,0 Unspecified,Unspecified,"1,023,962","182,899",Unspecified,Unspecified,,,,,,,,40.66860318,-73.85684793,POINT (-73.856847930577 40.668603178326)
55590569,2022 Oct 03 09:02:00 AM,2022 Oct 11 05:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,375 ISABELLA AVENUE,ISABELLA AVENUE,LYNN ST,AMHERST AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 11 05:15:00 PM,03 STATEN ISLAND,STATEN ISLAND,"952,009","143,111",Unspecified,STATEN ISLAND,,,,,,,,40.55942381,-74.11603099,POINT (-74.116030991197 40.559423805261)
55581016,2022 Oct 02 09:59:00 PM,2022 Oct 03 01:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,141 HAVEN AVENUE,HAVEN AVENUE,ADAMS AVE,HUNTER AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 03 01:15:00 AM,02 STATEN ISLAND,STATEN ISLAND,"956,932","150,202",Unspecified,STATEN ISLAND,,,,,,,,40.57890374,-74.09834245,POINT (-74.098342447279 40.578903739397)
55583833,2022 Oct 02 05:08:00 PM,2022 Oct 11 10:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11379,,,,,JUNIPER BLVD NORTH,76 STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 11 10:15:00 AM,05 QUEENS,QUEENS,"1,017,002","202,116",Unspecified,QUEENS,,,,,,,,40.72137782,-73.88184356,POINT (-73.881843559541 40.721377820203)
55581017,2022 Oct 02 03:11:00 PM,2022 Oct 02 07:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11229,40 DICTUM COURT,DICTUM COURT,EVERETT AVE,DEVON AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 07:50:00 PM,15 BROOKLYN,BROOKLYN,"1,004,337","155,221",Unspecified,BROOKLYN,,,,,,,,40.59269922,-73.9276736,POINT (-73.92767359783 40.592699224697)
55585708,2022 Oct 02 02:53:00 PM,2022 Oct 02 07:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,52 DOTY AVENUE,DOTY AVENUE,ALEX CIR,FR CAPODANNO BLVD,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 07:40:00 PM,02 STATEN ISLAND,STATEN ISLAND,"966,294","155,300",Unspecified,STATEN ISLAND,,,,,,,,40.59292064,-74.06465361,POINT (-74.064653614471 40.592920637086)
55584763,2022 Oct 02 02:35:00 PM,2022 Oct 02 02:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11209,607 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 02:35:00 PM,10 BROOKLYN,BROOKLYN,"978,724","168,019",Unspecified,BROOKLYN,,,,,,,,40.62784814,-74.01990771,POINT (-74.019907708748 40.627848143044)
55582908,2022 Oct 02 02:35:00 PM,2022 Oct 02 07:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11231,481 VANBRUNT STREET,VANBRUNT STREET,REED ST,DEAD END,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2022 Oct 02 07:50:00 PM,06 BROOKLYN,BROOKLYN,"979,703","184,966",Unspecified,BROOKLYN,,,,,,,,40.67436453,-74.01639223,POINT (-74.016392234161 40.674364527417)
55583834,2022 Oct 02 01:59:00 PM,2022 Oct 02 06:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11209,,,,,6 AVENUE,BAY RIDGE PARKWAY,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 02 06:00:00 PM,10 BROOKLYN,BROOKLYN,"978,621","168,097",Unspecified,BROOKLYN,,,,,,,,40.62806217,-74.02027884,POINT (-74.020278836762 40.628062171773)
55586579,2022 Oct 02 01:38:00 PM,2022 Oct 02 06:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11216,863 STERLING PLACE,STERLING PLACE,NOSTRAND AVE,NEW YORK AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 06:35:00 PM,08 BROOKLYN,BROOKLYN,"998,217","184,292",Unspecified,BROOKLYN,,,,,,,,40.6725047,-73.94964945,POINT (-73.949649447673 40.672504698781)
55584764,2022 Oct 02 01:11:00 PM,2022 Oct 03 12:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11379,61-14 69 PLACE,69 PLACE,ELIOT AVE,61 RD,,,ADDRESS,MIDDLE VILLAGE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 03 12:25:00 AM,05 QUEENS,QUEENS,"1,014,911","201,533",Unspecified,QUEENS,,,,,,,,40.71978512,-73.88938972,POINT (-73.8893897194 40.719785121416)
55586580,2022 Oct 02 01:05:00 PM,2022 Oct 13 12:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11385,88-09 RUTLEDGE AVENUE,RUTLEDGE AVENUE,88 ST,89 ST,,,ADDRESS,RIDGEWOOD,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 13 12:15:00 PM,05 QUEENS,QUEENS,"1,022,180","197,645",Unspecified,QUEENS,,,,,,,,40.70908532,-73.86318858,POINT (-73.863188575235 40.709085323456)
55582909,2022 Oct 02 12:35:00 PM,2022 Oct 03 12:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11379,61-51 69 PLACE,69 PLACE,61 RD,61 DR,,,ADDRESS,MIDDLE VILLAGE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 03 12:45:00 AM,05 QUEENS,QUEENS,"1,015,101","201,236",Unspecified,QUEENS,,,,,,,,40.71896927,-73.88870565,POINT (-73.888705651937 40.718969267997)
55585709,2022 Oct 02 12:02:00 PM,2022 Oct 02 12:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,21 FIRTH ROAD,FIRTH ROAD,MERRILL AVE,BERGLUND AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 12:35:00 PM,02 STATEN ISLAND,STATEN ISLAND,"938,161","161,581",Unspecified,STATEN ISLAND,,,,,,,,40.61005903,-74.16599393,POINT (-74.165993926156 40.610059033693)
55584765,2022 Oct 02 11:44:00 AM,2022 Oct 02 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,2019 79 STREET,79 STREET,20 AVE,21 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 02 01:00:00 PM,11 BROOKLYN,BROOKLYN,"986,050","160,860",Unspecified,BROOKLYN,,,,,,,,40.60819972,-73.99351731,POINT (-73.993517312872 40.608199715105)
55576308,2022 Oct 01 09:38:00 PM,2022 Oct 02 12:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10462,,,,,MATTHEWS AVENUE,VAN NEST AVENUE,INTERSECTION,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2022 Oct 02 12:15:00 AM,11 BRONX,BRONX,"1,022,657","247,048",Unspecified,BRONX,,,,,,,,40.8446813,-73.86118568,POINT (-73.861185683734 40.844681295993)
55579147,2022 Oct 01 06:38:00 PM,2022 Oct 02 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11236,8101 GLENWOOD ROAD,GLENWOOD ROAD,E 81 ST,E 82 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 09:00:00 AM,18 BROOKLYN,BROOKLYN,"1,008,098","171,576",Unspecified,BROOKLYN,,,,,,,,40.63758097,-73.91407377,POINT (-73.914073768538 40.637580973445)
55579148,2022 Oct 01 06:35:00 PM,2022 Oct 02 09:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11236,601 EAST   79 STREET,EAST   79 STREET,FARRAGUT RD,GLENWOOD RD,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 02 09:05:00 AM,18 BROOKLYN,BROOKLYN,"1,007,176","171,739",Unspecified,BROOKLYN,,,,,,,,40.63803081,-73.91739525,POINT (-73.917395251672 40.638030807895)
55572642,2022 Oct 01 02:20:00 PM,2022 Oct 01 03:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,79 RICE AVENUE,RICE AVENUE,ROYAL OAK RD,SLOSSON AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 01 03:30:00 PM,01 STATEN ISLAND,STATEN ISLAND,"951,771","164,442",Unspecified,STATEN ISLAND,,,,,,,,40.61797222,-74.11699005,POINT (-74.116990046172 40.617972218556)
55572646,2022 Oct 01 01:08:00 PM,2022 Oct 04 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11379,75-01 68 AVENUE,68 AVENUE,75 ST,76 ST,,,ADDRESS,MIDDLE VILLAGE,,,Closed,,The Department of Environmental Protection has investigated this complaint and has performed repair work.,2022 Oct 04 02:00:00 PM,05 QUEENS,QUEENS,"1,018,335","198,250",Unspecified,QUEENS,,,,,,,,40.71076155,-73.8770542,POINT (-73.877054196818 40.710761550745)
55572645,2022 Oct 01 01:08:00 PM,2022 Oct 01 02:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,331 EDISON STREET,EDISON STREET,BACHE AVE,JACQUES AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 01 02:40:00 PM,02 STATEN ISLAND,STATEN ISLAND,"952,960","148,251",Unspecified,STATEN ISLAND,,,,,,,,40.5735355,-74.11263226,POINT (-74.112632259732 40.573535502607)
55573547,2022 Oct 01 11:50:00 AM,2022 Oct 01 06:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11238,10 QUINCY STREET,QUINCY STREET,DOWNING ST,CLASSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2022 Oct 01 06:20:00 PM,02 BROOKLYN,BROOKLYN,"995,129","189,129",Unspecified,BROOKLYN,,,,,,,,40.6857855,-73.96077377,POINT (-73.960773770835 40.685785500118)
55578163,2022 Oct 01 11:23:00 AM,2022 Oct 01 02:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10463,311 WEST  236 STREET,WEST  236 STREET,TIBBETT AVE,IRWIN AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2022 Oct 01 02:35:00 PM,08 BRONX,BRONX,"1,010,749","261,679",Unspecified,BRONX,,,,,,,,40.8848827,-73.90416684,POINT (-73.904166841274 40.884882697102)
55579149,2022 Oct 01 11:20:00 AM,2022 Oct 01 02:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10301,19 BRENTWOOD AVENUE,BRENTWOOD AVENUE,HENDERSON AVE,PROSPECT AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2022 Oct 01 02:30:00 PM,01 STATEN ISLAND,STATEN ISLAND,"955,678","172,067",Unspecified,STATEN ISLAND,,,,,,,,40.63891468,-74.10294924,POINT (-74.102949242127 40.638914683913)
55573548,2022 Oct 01 11:02:00 AM,2022 Oct 01 11:02:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11211,265 NORTH    9 STREET,NORTH    9 STREET,ROEBLING ST,HAVEMEYER ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2022 Oct 01 11:02:00 AM,01 BROOKLYN,BROOKLYN,"997,286","200,414",Unspecified,BROOKLYN,,,,,,,,40.71675726,-73.95297447,POINT (-73.952974469206 40.716757264215)
